date,2308 adjclose,2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd
2013/7/31,109.19,1079578,47.27,72.76,27.68,25.95,14.23,7.47,47.13,116.3,14.35,5.36,19.28,247,29.05,-16.12,108.14,104.29,0.4,46.95,52.31,26.58
2013/8/1,106.19,806828,47.88,67.97,26.67,26.02,14.16,7.59,48.53,117.68,14.04,5.36,19.93,244.29,66.06,8.15,108.22,104.26,0.59,55.42,74.16,49.59
2013/8/2,107.31,478805,48.95,72.44,28.52,26.06,14.23,7.68,48.41,118.02,14.2,5.48,20.79,17.12,16.13,-18.82,108.23,104.28,0.5,50.12,83.87,70.11
2013/8/5,106.94,326065,47.73,74.36,28.55,26.06,14.19,7.57,46.91,116.64,14.43,5.44,20.31,-97.96,-25.31,7.72,108.18,104.31,0.52,51.98,76.09,78.04
2013/8/6,104.69,398809,49.79,79.46,28.95,26.09,14.58,7.57,46.8,121.82,14.43,5.42,20.23,-114,10.26,-10.69,107.93,104.3,0.49,51.29,61.7,73.89
2013/8/7,103.56,634056,50.71,81.06,28.63,25.87,14.58,7.51,46.46,118.37,14.27,5.44,19.67,-152.89,11.16,9.35,107.6,104.28,0.28,47.26,40.08,59.29
2013/8/8,101.31,550593,50.4,75.63,26.96,25.95,14.19,7.44,45.07,117.33,14.2,5.41,18.68,-158.29,-26.5,3.59,107.22,104.2,0.03,45.35,14.52,38.77
2013/8/9,101.31,567148,50.1,80.74,28.84,25.95,14.55,7.46,46.41,116.99,14.12,5.36,19.45,-339.8,-6.75,15.12,106.84,104.1,-0.35,41.7,8.6,21.07
2013/8/12,102.06,485527,48.34,86.16,30.33,25.65,14.51,7.41,45.51,119.75,14.08,5.33,18.98,-93.83,-33.75,3.92,106.51,104.03,-0.64,41.7,11.18,11.43
2013/8/13,105.06,412013,46.81,84.89,30.22,25.91,14.23,7.45,45.57,118.71,13.61,5.28,18.76,-158.3,-9.52,10.2,106.17,104.01,-0.8,43.46,37.84,19.21
2013/8/14,104.31,360589,48.11,90.63,29.86,26.02,14.19,7.45,47.35,120.78,13.77,5.28,19.02,49.28,68.18,-2.1,105.83,103.98,-0.68,49.95,60.15,36.39
2013/8/15,102.06,417108,48.95,95.1,28.37,26.02,14.23,7.42,46.96,120.44,13.73,5.24,18.16,-200.99,40.03,-3.89,105.42,103.91,-0.64,48.45,62.56,53.52
2013/8/16,103.56,868883,48.95,98.29,28.45,25.91,14.37,7.36,47.02,118.71,13.57,5.25,17.99,-383.93,90.71,2.18,105.08,103.9,-0.78,44.17,56.41,59.71
2013/8/19,99.81,880055,48.87,96.69,28.45,26.02,14.48,7.36,46.35,116.3,13.5,5.14,18.12,-270.76,-26.08,-0.55,104.61,103.85,-0.76,47.5,30.77,49.91
2013/8/20,96.06,898669,49.56,89.99,29.31,26.02,14.37,7.33,47.24,116.3,13.38,5.15,19.07,-395.54,13.57,-7.71,103.9,103.72,-1.03,40.93,21.79,36.32
2013/8/22,93.43,1148882,50.25,85.52,28.3,25.91,14.16,7.26,46.07,114.57,13.38,5.17,18.16,-385.79,-11.78,0.77,103.11,103.58,-1.54,35.62,6.84,19.8
2013/8/23,96.43,1669780,49.64,87.44,29.86,26.09,14.3,7.2,45.74,113.19,13.42,5.15,18.29,-652.13,23.28,31.62,102.57,103.48,-2.12,32.45,19.8,16.14
2013/8/26,96.81,964699,49.03,88.72,30.29,25.95,14.34,7.25,45.51,116.64,13.61,5.1,18.81,-122.2,117.19,23.77,102.15,103.39,-2.32,39.12,34.14,20.26
2013/8/27,97.56,274809,49.41,92.23,32.39,25.98,14.44,7.26,47.23,115.61,13.57,5.13,18.89,-80.5,32.25,-16.51,102.1,103.28,-2.41,39.92,54.35,36.1
2013/8/28,98.68,972944,48.87,86.16,32.39,26.39,14.65,7.19,46.93,114.23,13.5,5.08,20.2,32.89,8.06,-7.15,101.82,103.23,-2.4,41.57,69.16,52.55
2013/8/29,103.94,829156,49.03,86.16,32.18,26.5,14.58,7.12,46.4,114.23,13.38,5.13,20.07,38.53,0.53,32.35,101.55,103.24,-2.28,44.06,83.42,68.98
2013/8/30,101.69,1042226,51.55,90.63,32.54,26.61,14.58,7.18,47.34,118.02,13.5,5.15,19.81,574.08,-12.74,-73.13,101.33,103.26,-1.73,53.91,77.95,76.84
2013/9/2,101.31,841126,52.92,89.04,31.92,26.61,14.65,7.25,47.23,117.33,13.54,5.15,19.5,-255.82,6.5,-0.27,101.03,103.27,-1.47,49.85,69.02,76.8
2013/9/3,103.94,479857,52.23,89.35,31.2,26.61,14.58,7.28,46.93,116.64,13.38,5.25,19.55,-119.88,-2.03,-5.13,100.88,103.29,-1.27,49.19,68.12,71.69
2013/9/4,102.81,552687,51.62,89.35,30.44,26.65,14.58,7.34,46.75,115.95,13.65,5.39,19.55,196.25,-76.45,-1.39,100.78,103.28,-0.89,53.82,66.87,68
2013/9/5,104.69,488249,51.32,87.44,30.58,26.69,14.62,7.61,46.75,114.92,14.24,5.4,19.29,321.13,-38.63,-7.4,100.84,103.28,-0.68,51.65,78.99,71.33
2013/9/6,102.44,730892,51.17,85.52,30.73,26.58,14.72,7.61,47.76,116.3,14.36,5.38,19.33,363.82,2.51,5.58,100.9,103.34,-0.35,54.92,66.67,70.84
2013/9/9,103.56,493729,50.4,80.42,30.15,26.65,14.72,7.53,47.11,116.64,14.44,5.32,19.94,-49.28,-5.73,2.59,101.01,103.46,-0.27,50.51,64.29,69.98
2013/9/10,102.44,533136,48.72,76.91,31.67,26.72,14.72,7.42,45.45,115.95,14.17,5.24,19.55,265.51,-19.18,-0.69,101.03,103.54,-0.12,52.56,47.22,59.39
2013/9/11,102.81,473485,50.71,71.8,31.09,26.8,14.36,7.47,46.05,116.99,13.93,5.17,19.46,-17.34,-0.27,10.92,100.92,103.58,-0.08,50.31,47.22,52.91
2013/9/12,102.44,490585,50.25,76.59,31.56,26.91,14.65,7.5,47.28,116.64,13.85,5.1,19.2,13.29,-5.48,1.23,100.82,103.62,-0.03,51.06,45.71,46.72
2013/9/13,102.06,372570,50.94,79.14,32.39,26.98,14.54,7.49,48.29,117.33,14.6,5.11,20.16,174.72,-2.73,4.5,100.82,103.71,-0.01,50.25,43.94,45.62
2013/9/14,100.94,416260,50.48,78.5,31.78,27.06,14.54,7.53,47.93,119.75,14.36,5.1,21.55,128.38,-16.32,-5.17,100.69,103.76,-0.03,49.39,30.98,40.21
2013/9/16,101.31,148954,50.48,78.82,31.96,27.2,14.69,7.57,47.34,118.71,14.2,5.1,23.04,27.3,0,-8.07,100.77,103.8,-0.13,46.83,28.33,34.41
2013/9/17,101.31,545926,51.55,81.7,32.21,27.31,14.69,7.55,47.46,120.44,14.84,5.1,24.43,-158.49,2.57,-4.05,101.03,103.89,-0.18,47.8,32.87,30.72
2013/9/18,101.69,849813,51.62,79.14,33.26,27.35,14.54,7.54,46.64,119.4,14.91,5.11,24.09,-115.97,-14.45,-2.43,101.44,103.99,-0.22,47.8,49.17,36.79
2013/9/23,108.06,503811,50.86,81.06,33.26,27.39,14.8,7.56,46.64,120.78,14.95,5.08,25.74,-36.99,-67.21,23.17,102.02,104.16,-0.21,48.89,68.61,50.22
2013/9/24,108.81,1780608,50.71,86.48,35.11,27.35,14.72,7.7,46.16,120.09,14.8,5.23,27.53,256.32,126,17.86,102.62,104.32,0.3,62.97,85.28,67.69
2013/9/25,106.19,839896,50.55,84.57,35.47,27.39,14.69,7.65,47.23,119.75,14.6,5.11,29.45,243.89,28.13,-9.86,103.05,104.38,0.76,64.22,89.28,81.06
2013/9/26,106.94,548535,51.39,85.84,35.98,27.43,14.87,7.72,46.75,119.75,14.72,5.26,28.45,-39.34,14.15,1.98,103.47,104.41,0.9,56.98,82.73,85.76
2013/9/27,108.81,765630,49.33,83.61,36.53,27.39,14.83,7.64,46.34,119.06,14.68,5.3,29.93,302.67,-26.51,-38.62,103.71,104.47,1.06,58.42,80.88,84.3
2013/9/30,107.69,751093,49.94,86.16,36.31,27.43,14.76,7.68,46.75,118.71,15.47,5.18,31.68,89.76,10.59,-2.47,104.01,104.52,1.32,61.86,70.77,78.13
2013/10/1,108.81,751843,50.86,87.76,37.25,27.43,14.76,7.74,47.05,120.09,15.82,5.18,30.54,64.29,51.95,33.58,104.39,104.55,1.43,58.72,64.42,72.02
2013/10/2,107.69,644060,50.55,84.57,39.79,27.46,14.65,7.76,46.93,118.37,15.66,5.14,32.68,11.31,20.3,11.17,104.57,104.54,1.58,60.86,44.84,60.01
2013/10/3,111.44,415956,51.17,84.89,42.54,27.79,14.61,7.69,46.93,120.09,15.51,5.1,34.95,98.01,-0.14,-5.45,105.01,104.57,1.59,57.64,61.72,56.99
2013/10/4,111.07,1299058,51.93,79.14,39.57,27.91,14.61,7.75,48.47,120.09,15.55,5.17,35.21,759.28,-23.46,14.26,105.33,104.59,1.88,64.4,70.88,59.15
2013/10/7,111.07,632870,51.17,77.23,39.79,27.91,14.8,7.76,48.88,120.78,15.86,5.18,35.21,56.24,3.4,3.11,105.76,104.62,2.06,63.32,87.18,73.26
2013/10/8,109.57,450103,50.78,79.46,39.21,28.28,14.87,8.16,50.77,121.47,15.78,5.13,34.3,9.62,44.55,-4.44,106.06,104.64,2.17,63.32,73.08,77.04
2013/10/9,110.32,614290,51.55,80.1,39.21,28.28,14.72,8.06,49.88,120.78,15.47,5.17,32.99,-32.85,9.49,9.78,106.45,104.66,2.12,58.71,67.09,75.78
2013/10/11,111.07,211953,50.86,75.31,36.53,28.24,14.72,8.14,48.23,120.78,15.19,5.17,31.07,36.02,5.15,-3.53,106.86,104.65,2.11,60.27,55.56,65.24
2013/10/14,110.32,602375,50.33,75.95,36.67,28.53,14.61,7.98,47.93,121.13,15.15,5.18,33.2,92.06,-8.58,15.1,107.26,104.64,2.14,61.82,50.79,57.81
2013/10/15,110.32,239225,49.1,81.06,37.03,28.53,14.65,7.99,47.17,120.44,14.88,5.04,34.99,86.44,-0.74,-11.91,107.67,104.64,2.08,59.33,40.48,48.94
2013/10/16,109.57,491869,49.87,81.06,37.03,28.53,14.72,8.4,47.64,121.47,15.03,5.09,34.3,43.07,0.74,2.65,108.1,104.62,2.01,59.33,26.59,39.29
2013/10/17,109.57,422376,52.92,81.06,37.11,28.53,14.8,8.33,48.58,121.47,15.78,5.16,33.95,157.39,0,2.48,108.51,104.63,1.87,56.68,21.83,29.63
2013/10/18,110.69,349883,51.85,78.5,35.58,28.53,14.87,8.32,48.35,122.16,15.63,5.18,33.86,-20.59,7.15,-7.59,108.98,104.64,1.74,56.68,29.92,26.11
2013/10/21,110.69,352680,54.75,79.78,36.16,28.5,15.02,8.31,48.7,125.96,15.66,5.23,34.12,50.15,2.66,9,109.43,104.66,1.71,59.8,47.14,32.96
2013/10/22,110.69,335465,54.6,85.21,37.98,28.42,15.38,8.17,48.29,123.54,15.63,5.24,34.38,-28.32,0,-4.87,109.57,104.72,1.67,59.8,62.22,46.43
2013/10/23,111.07,765085,52.08,83.29,37.18,28.13,15.24,8.12,47.93,121.82,15.66,5.18,33.68,-193.67,-28.17,1.48,109.68,104.82,1.61,59.8,71.39,60.25
2013/10/24,112.19,589202,50.17,86.16,36.96,27.87,15.16,8.14,47.23,120.44,15.47,5.15,33.95,-127.58,14.21,-19.83,109.98,105.04,1.58,60.97,84.72,72.78
2013/10/25,112.57,854910,49.87,89.35,37.11,27.98,15.13,8.15,47.28,119.75,15.47,5.18,34.03,-85.07,-2.69,9.57,110.26,105.18,1.63,64.33,95.83,83.98
2013/10/28,116.32,1089247,49.03,86.8,36.6,28.05,15.24,8.18,47.11,119.75,15.9,5.23,33.38,81.6,54,18.9,110.63,105.3,1.68,65.4,92,90.85
2013/10/29,116.69,1132400,49.49,84.89,35.98,28.09,15.46,8.18,47.28,120.78,16.73,5.19,32.29,294.81,140.43,54.87,111.08,105.48,2,73.84,84.42,90.75
2013/10/30,114.44,984363,48.87,85.52,35.91,28.09,15.93,8.16,47.05,120.09,16.69,5.19,32.46,121.13,10.73,-14.15,111.37,105.59,2.25,74.51,67.76,81.39
2013/10/31,114.44,1075183,48.26,86.48,35.95,27.76,15.68,8.16,47.23,121.47,16.97,5.19,32.38,-323,-43.62,11.13,111.7,105.72,2.25,63.93,55.39,69.19
2013/11/1,112.19,689511,47.81,84.89,35,27.46,15.6,8.15,47.58,121.47,17.6,5.2,32.11,-149.15,19.06,-1.83,111.74,105.84,2.22,63.93,34.63,52.59
2013/11/4,113.32,426975,46.2,85.52,35.58,27.5,15.46,8.11,47.11,120.78,16.81,5.15,34.34,-130.96,-1.05,-9.57,111.85,106.01,1.99,54.9,29.07,39.7
2013/11/5,110.32,348367,44.6,79.78,33.41,27.61,15.46,7.99,47.23,120.44,16.57,5.11,33.16,-35.64,-3.32,-0.15,111.82,106.16,1.88,58.09,16.11,26.6
2013/11/6,108.81,572983,45.29,79.14,33.88,27.54,15.24,8.04,47.23,120.78,16.69,5.1,32.38,-122.45,-6.62,5.29,111.78,106.28,1.53,48.28,11.11,18.77
2013/11/7,108.81,588906,45.82,73.72,32.07,27.57,15.2,7.95,47.05,121.47,16.26,5.1,31.72,-17.26,-1.89,2.76,111.7,106.39,1.12,44.26,1.75,9.66
2013/11/8,108.81,1030270,45.36,72.76,33.56,27.65,15.02,7.91,47.23,123.2,16.26,5.1,31.85,70.04,53.36,17.98,111.59,106.46,0.79,44.26,3.84,5.57
2013/11/11,109.19,974770,45.51,67.97,34.1,27.94,15.16,7.85,47.4,121.47,16.22,5.1,31.11,185.17,52.35,5.08,111.54,106.54,0.52,44.26,8.97,4.85
2013/11/12,109.57,767384,45.82,69.25,33.41,28.02,15.2,7.86,47.76,120.09,16.1,5.11,30.19,-164.56,21.68,-17.9,111.5,106.66,0.33,45.67,19.71,10.84
2013/11/13,108.81,646147,45.51,68.29,33.91,28.09,15.13,7.93,48.17,116.64,15.78,5.08,30.54,179.29,31.24,-12.41,111.46,106.75,0.21,47.12,23.19,17.29
2013/11/14,107.31,351303,44.6,68.93,33.1,27.98,14.87,7.89,48.52,116.99,15.78,5.05,29.67,-138.77,11.75,-3.92,111.35,106.88,0.05,44.57,29.96,24.29
2013/11/15,108.06,510462,44.9,68.93,32.57,27.98,15.31,7.96,45.87,116.3,15.78,5.1,29.89,-201.77,7.15,-26.17,111.22,107.08,-0.19,39.91,35.41,29.52
2013/11/18,110.69,477012,45.44,68.93,32.18,27.98,15.09,7.97,45.57,115.95,16.26,5.04,29.93,-201.6,12.67,25.49,111.22,107.36,-0.32,43.11,57.3,40.89
2013/11/19,110.69,770215,44.75,70.21,32.57,27.87,14.8,7.96,43.57,116.3,16.26,5.05,30.11,173.61,25.22,65.64,111.22,107.6,-0.21,52.62,72.85,55.19
2013/11/20,109.19,488248,44.37,70.85,33.95,27.98,15.16,7.96,44.33,118.02,16.26,5.02,30.67,105.91,16.52,-15.19,111.12,107.81,-0.12,52.62,74.51,68.22
2013/11/21,108.81,330985,44.9,74.36,34.56,28.02,15.16,7.92,43.74,116.99,16.14,5.03,32.81,-95.16,3.93,16.73,110.95,108,-0.16,47.37,61.34,69.57
2013/11/22,114.07,661601,43.76,73.4,33.64,28.02,15.13,7.89,43.8,114.23,16.02,5.02,33.07,-79.9,14.07,-1.45,111.03,108.25,-0.23,46.13,67.23,67.69
2013/11/25,112.57,993907,43.53,73.4,33.33,27.87,15.02,7.92,43.27,114.57,15.82,5.02,32.29,393.07,16.87,9.27,110.84,108.4,0.14,61.36,67.32,65.3
2013/11/26,116.32,482386,43.91,73.72,33.41,27.72,15.05,7.94,43.62,115.26,15.63,5.06,32.55,16.95,2.4,-4.65,110.82,108.64,0.31,56.45,83.7,72.75
2013/11/27,118.2,655543,45.21,77.23,35.75,27.91,15.27,7.92,44.39,114.57,15.59,5.02,34.12,230.18,-5.27,6.05,111.01,108.92,0.74,64.17,77.03,76.01
2013/11/28,118.57,966383,45.44,77.55,35.86,27.76,15.35,7.95,44.33,115.95,15.9,5.02,33.6,125.84,19.22,10.87,111.22,109.16,1.21,67.3,84,81.58
2013/11/29,118.57,476628,45.9,79.14,36.21,27.83,15.42,8.02,44.51,115.95,16.45,5.05,33.2,40.45,8.69,-33.65,111.54,109.43,1.6,67.9,77.58,79.54
2013/12/2,121.57,732211,45.82,78.5,35.98,27.87,15.38,8.07,44.57,115.61,16.77,5.08,33.34,-6.79,-3.95,16.75,111.95,109.71,1.89,67.9,79.48,80.35
2013/12/3,120.82,498125,46.2,77.55,35.71,27.87,15.38,8.05,44.04,115.61,16.73,5.06,32.94,208.01,23.49,-12.64,112.47,110.02,2.33,72.58,75.04,77.36
2013/12/4,119.7,437383,45.97,77.55,36.02,27.91,15.35,8.05,43.8,113.54,16.37,5.04,33.42,-69.71,9.34,-5.15,113.02,110.28,2.59,69.84,64.13,72.88
2013/12/5,114.44,355323,47.58,82.97,37.2,27.98,16.41,8.2,43.57,114.57,16.1,5.13,34.12,-148.65,0.96,4.79,113.3,110.48,2.68,65.82,35.56,58.24
2013/12/6,115.57,1242339,47.35,81.7,36.13,27.87,17.54,8.1,43.33,113.88,15.98,5.06,33.25,-757.93,-8.08,42.55,113.64,110.7,2.3,51.05,17.68,39.12
2013/12/9,118.57,709006,47.12,79.14,35.17,27.65,17.8,8.11,43.68,114.57,16.65,5.08,32.9,-139.68,14.32,-17.56,114.11,110.97,2.06,53.46,23.65,25.63
2013/12/10,121.57,645469,46.74,76.27,34.48,27.76,17.95,8.12,44.27,113.54,16.3,5.12,32.51,85.64,-44.71,-7.58,114.71,111.29,2.09,59.22,55.31,32.21
2013/12/11,121.2,932137,46.58,77.23,34.87,27.76,17.47,8.12,44.22,113.54,16.1,5.14,34.16,168.8,-30.94,17.17,115.32,111.63,2.33,64.02,79.54,52.83
2013/12/12,121.2,901788,45.82,74.36,34.48,27.94,16.48,8.08,43.62,112.5,16.57,5.13,36.52,-118.06,3.07,-34.88,116.02,111.96,2.46,63.02,88.81,74.55
2013/12/13,119.32,622847,45.82,71.8,34.02,27.91,16.04,8.03,43.68,113.88,16.22,5.12,38.27,197.68,-46.35,-6.78,116.58,112.26,2.54,63.02,72.7,80.35
2013/12/16,116.32,564458,45.44,71.48,34.6,27.98,16.33,8.08,43.62,112.5,16.18,5.13,37.18,28.62,-3.82,-4.93,116.86,112.5,2.42,57.8,49.39,70.3
2013/12/17,118.2,645890,46.13,69.89,34.14,27.94,15.57,8.03,43.92,111.47,15.98,5.15,39.75,-193.29,-4.03,-5.74,117.24,112.67,2.05,50.57,34.85,52.31
2013/12/18,118.2,976147,45.82,72.44,34.64,27.94,15.6,8.13,44.51,111.81,15.9,5.18,38.96,306.97,58.43,-2.36,117.69,112.83,1.9,54.41,34.98,39.74
2013/12/19,122.32,1067629,46.2,71.48,34.37,27.98,15.75,8.11,44.86,112.85,15.94,5.22,38.57,310.28,-61.43,-16.54,118.36,113.1,1.75,54.41,63.05,44.3
2013/12/20,124.57,845841,45.59,71.48,34.06,27.68,15.89,8.1,45.4,112.5,15.94,5.23,37.26,385.33,29.67,-18.91,118.89,113.39,1.95,61.95,77.75,58.6
2013/12/23,124.2,1178702,45.59,76.27,34.64,27.91,15.68,8.13,45.63,112.85,15.9,5.25,38.05,213.97,64.91,16.43,119.47,113.65,2.26,65.31,88.46,76.42
2013/12/24,125.32,431140,45.97,79.78,34.64,27.72,15.71,8.2,45.63,114.23,15.82,5.28,38.88,-12.91,62.56,-2.48,119.92,113.94,2.45,64.29,85.68,83.96
2013/12/25,124.95,317060,46.51,79.78,35.4,27.87,15.97,8.16,46.05,113.54,15.82,5.37,39.79,65.97,11.86,-14.2,120.26,114.21,2.66,66.01,84.72,86.29
2013/12/26,124.2,114148,45.82,80.42,35.44,27.91,16.63,8.15,46.34,113.19,15.86,5.41,39.49,21.31,3,1,120.54,114.49,2.76,64.89,70.83,80.41
2013/12/27,124.2,255885,46.2,80.74,34.71,27.98,16.33,8.19,46.16,112.85,15.94,5.64,38.92,-64.05,-35.58,-1.16,120.82,114.7,2.75,62.6,52.78,69.45
2013/12/30,124.57,472925,46.66,79.14,34.87,28.02,16.3,8.22,46.16,112.5,15.94,5.64,39.57,79.44,1.16,2.15,120.97,114.92,2.71,62.6,41.67,55.09
2013/12/31,127.58,518630,47.81,79.78,35.25,28.05,16.3,8.23,46.22,113.88,15.82,5.59,39.14,-92.63,0.33,10.96,121.31,115.2,2.68,63.35,55.83,50.09
2014/1/2,126.07,613505,47.73,81.38,35.25,28.09,16.3,8.27,46.52,113.19,15.78,5.58,38.83,62.9,19.89,79.73,121.63,115.47,2.86,68.75,61.11,52.87
2014/1/3,124.57,338234,47.27,79.46,34.9,28.09,16.08,8.24,46.16,115.61,15.7,5.49,38.22,50.57,29.57,-8.23,122.14,115.71,2.86,63.7,53.33,56.76
2014/1/6,123.45,315603,47.35,76.27,35.13,27.98,16.08,8.2,45.75,115.61,15.82,5.52,38.44,-93.79,-22.58,-14.77,122.53,115.92,2.7,59.03,32.55,49
2014/1/7,123.45,340186,48.11,78.5,34.37,28.02,16.26,8.24,45.22,115.26,15.59,5.56,36.48,-68.76,-40.3,4.77,122.77,116.14,2.45,55.73,20.65,35.51
2014/1/8,123.82,481460,48.95,76.27,34.06,28.05,16.63,8.35,45.22,113.88,15.66,5.61,38.22,16.78,3.29,5.92,122.89,116.36,2.23,55.73,21.29,24.83
2014/1/9,123.82,647095,48.03,75.31,35.59,28.05,16.41,8.74,45.4,113.88,15.78,5.72,38,-101.64,1.82,0.66,123.02,116.6,2.07,56.66,26.52,22.82
2014/1/10,121.2,621529,47.19,75.31,35.44,28.05,16.41,8.66,44.86,113.19,15.66,5.73,37,-48.68,-75.9,-11.39,123.02,116.79,1.91,56.66,25.4,24.4
2014/1/13,124.2,663093,47.65,73.72,35.06,28.09,16.44,8.67,43.98,113.19,15.78,6.01,37,-305.56,2.1,-7.91,123.26,117.02,1.56,48.36,41.51,31.14
2014/1/14,123.82,550352,46.97,72.12,34.71,28.16,16.52,8.66,43.98,113.88,15.66,5.94,37,56.44,-1.16,-2.32,123.64,117.24,1.5,56.25,53.48,40.13
2014/1/15,124.57,438101,47.58,71.16,34.25,28.13,16.41,8.57,44.22,114.92,15.35,5.9,37.31,-65.18,0.17,-8.91,123.95,117.47,1.41,55.12,76.92,57.31
2014/1/16,126.83,565247,48.42,75.95,35.21,28.16,16.55,8.63,44.16,114.92,15.35,5.92,37.66,-70.55,-9.96,10.13,124.39,117.73,1.39,56.98,73.95,68.12
2014/1/17,125.32,639741,47.81,76.59,35.17,28.09,16.59,8.65,44.1,114.57,15.27,6.13,37.26,165.11,15.04,-10.31,124.54,117.95,1.53,62.08,64.2,71.69
2014/1/20,128.33,449589,47.35,76.59,35.25,28.13,16.66,8.66,44.45,115.95,15.35,6.14,36.56,-163.49,-4.34,-17.54,124.72,118.21,1.5,57.21,62.67,66.94
2014/1/21,129.08,705554,47.88,75.31,35.13,28.09,16.88,8.69,44.22,116.3,15.27,6.22,36.22,126.88,-0.17,6.5,124.97,118.43,1.71,63.4,70,65.62
2014/1/22,129.08,448835,47.81,74.04,34.94,28.09,16.99,8.75,44.22,116.64,15.27,6.47,35.78,12.56,-0.69,-6.88,125.16,118.63,1.91,64.77,80.2,70.95
2014/1/23,126.07,702657,47.5,74.99,34.71,27.98,16.77,8.69,44.39,116.99,15.35,6.41,36.08,-88.75,2.58,42.14,125.21,118.83,2.04,64.77,61.37,70.52
2014/1/24,127.58,766177,48.03,77.55,35.33,27.91,16.81,8.65,45.04,117.33,15.23,6.19,36.22,-291.48,-19.32,-26.21,125.38,119.05,1.88,55.18,44.71,62.09
2014/1/27,124.95,524241,50.48,79.46,35.48,27.83,16.81,8.65,45.63,117.33,15.19,6.15,36.22,-59.33,15.81,-12.92,125.42,119.26,1.86,58.49,30.27,45.45
2014/2/5,118.95,1172172,49.64,81.06,35.02,27.94,16.81,8.65,46.05,115.95,14.91,6.13,35.47,-476.52,26.14,-16.32,125.14,119.35,1.61,51.35,26.93,33.97
2014/2/6,117.44,3020984,50.71,81.7,35.79,27.79,16.81,8.64,46.58,114.92,15.11,6.06,35.6,-1229.64,19.97,10.14,124.63,119.47,0.91,39.48,14.71,23.97
2014/2/7,117.07,5244223,52.54,77.87,36.17,27.94,16.81,8.7,47.28,115.95,15.23,6.48,35.56,-823.35,-11.74,-4.85,124.18,119.61,0.24,37.17,6.73,16.12
2014/2/10,117.44,1847491,51.78,79.46,36.7,27.72,16.96,8.79,47.52,115.95,15.23,6.93,38.05,-550.37,-79.87,23.56,123.82,119.75,-0.32,36.59,5.12,8.85
2014/2/11,118.57,1651393,51.55,81.7,37.7,27.91,17.47,9.04,47.58,117.33,15.27,6.98,37.92,-1152.78,-10.02,22.07,123.58,119.92,-0.73,37.63,19.16,10.34
2014/2/12,124.95,1688913,52.01,82.01,38.31,27.68,17.32,9.08,48.35,118.02,16.3,6.93,37.92,-394.21,18.17,42.19,123.65,120.18,-0.94,40.78,47.38,23.89
2014/2/13,123.07,1528978,52.01,87.44,39.08,27.79,17.32,9.02,48.64,118.37,16.49,6.83,38.27,283.55,12.99,-13.32,123.62,120.4,-0.6,54.72,67.15,44.57
2014/2/14,123.07,599587,53.46,92.23,38.77,27.72,17.21,9.2,48.11,118.37,16.77,6.62,37.7,34.28,0,-34.28,123.58,120.64,-0.47,50.92,71.05,61.86
2014/2/17,123.07,837750,52.46,95.1,37.74,27.79,17.29,9.22,47.58,118.02,16.89,6.86,37.26,148.09,-26.57,-0.33,123.67,120.9,-0.36,50.92,60.76,66.32
2014/2/18,125.7,467286,52.23,95.74,38.31,27.72,16.7,9.21,47.46,118.71,16.89,6.83,37.26,-76.92,-10.17,9.02,123.75,121.2,-0.27,50.92,63.85,65.22
2014/2/19,126.45,512071,53.53,95.42,38.24,27.72,16.63,9.24,47.52,119.75,16.89,6.81,38.09,255.27,-31.83,-2.85,123.88,121.46,0.01,56.23,71.47,65.36
2014/2/20,124.2,658563,55.37,101.8,40.84,27.68,16.55,9.88,49.17,120.78,17.83,6.84,39.62,-61,21.91,-0.51,123.86,121.68,0.29,57.64,65.76,67.03
2014/2/21,124.2,1176806,56.13,103.4,42.45,27.61,16.7,10.1,49.88,119.4,17.4,6.84,38.4,-264.63,32.11,-7.94,123.73,121.93,0.33,52.21,55.38,64.2
2014/2/24,121.95,1066145,55.44,107.23,41.99,27.65,16.77,10.15,51.42,119.75,17.48,6.94,38.13,-96.16,-6.79,-5.46,123.56,122.15,0.35,52.21,31.1,50.75
2014/2/25,122.7,831297,54.83,113.61,42.76,27.68,16.7,10.05,51.06,120.78,17.16,7.43,38.4,-156.16,-41.93,11.05,123.28,122.3,0.19,47.06,28.18,38.22
2014/2/26,124.2,777216,54.45,111.05,42.53,27.61,16.55,9.93,52.54,118.37,16.97,7.19,38.4,-24.03,-82.24,-6.7,123.04,122.49,0.12,48.87,34.23,31.17
2014/2/27,126.45,956412,54.75,118.71,43.29,27.57,17.69,9.9,51.65,118.37,17.6,7.04,38.22,201.91,-49.65,0.5,122.9,122.66,0.18,52.38,65.18,42.53
2014/3/3,125.32,1155073,55.44,122.54,43.14,27.57,17.47,9.97,53.13,120.78,18.82,7,37.79,461.52,-21.4,-32.86,122.87,122.78,0.41,57.13,81.43,60.28
2014/3/4,122.32,1187866,54.3,116.48,43.52,27.65,18.68,9.85,53.19,124.23,20.12,6.92,37.52,227.79,-30.56,-22.88,122.6,122.84,0.49,54.21,68.89,71.83
2014/3/5,127.2,979641,54.68,117.12,43.52,27.57,18.97,9.56,51.83,124.23,19.73,6.67,39.4,-283.95,-5.38,10.6,122.72,122.99,0.31,47.29,59.63,69.98
