date,2308 adjclose,2308 vloume (thousand),2360,3665,1536,1503,4721,2371,1537,1723,6509,8183,1533,2308 foreign investment (m),2308 investment credit (m),2308 dealer (m),MA20,MA60,MACD,RSI,slowk,slowd
2011/7/18,68.91,505794,54.03,20.35,9.89,24.6,16.97,13.1,24.96,97.19,12.68,6.47,26.24,-263.49,16.44,46.28,69.36,75.26,-1.41,37.19,25.33,20.62
2011/7/19,67.92,331924,53.75,19.27,9.86,24.81,16.79,13.2,25.01,99.79,13.2,6.47,26.12,11.54,21.32,-11.44,69.16,74.93,-1.33,44.17,34.48,25.16
2011/7/20,69.24,300740,51.48,18.82,9.93,24.95,17.38,13.6,24.86,100.72,12.94,6.45,25.4,-172.41,5.43,-16.2,69.13,74.62,-1.34,41.21,54.8,38.2
2011/7/21,70.9,490457,50.98,19.07,9.86,24.95,17.23,13.55,25.06,100.72,13.16,6.44,25.45,-111.5,5.02,6.79,69.31,74.33,-1.22,46.37,66.31,51.86
2011/7/22,72.56,523839,52.83,18.69,9.78,25.08,17.26,13.8,24.91,100.1,13.16,6.3,26.2,-27.07,61.85,40.02,69.62,74.06,-0.98,52.03,88.53,69.88
2011/7/25,71.56,575569,54.18,19.32,10,25.26,17.32,13.7,25.35,103.51,13.27,6.34,25.74,7.67,24.64,57.71,69.81,73.79,-0.65,56.93,90.95,81.93
2011/7/26,71.35,615238,53.96,18.71,9.71,24.95,17.32,13.55,26.13,103.2,12.9,6.3,25.11,-48.28,22.79,63.72,69.96,73.57,-0.46,53.41,84.02,87.83
2011/7/27,70.66,724367,54.32,18.85,9.71,24.91,17.29,13.7,26.09,103.82,12.83,6.3,25.28,26.34,0,-41.62,70.07,73.32,-0.33,52.67,64.92,79.96
2011/7/28,71.7,506778,52.26,18.88,9.78,24.84,17.08,13.75,26.38,106.92,12.79,6.37,25.53,-93.48,2.23,-14.51,70.16,73.05,-0.27,50.18,60.6,69.85
2011/7/29,71.01,460469,52.33,18.77,9.78,24.77,16.88,13.85,27.21,105.68,12.65,6.4,25.66,160.89,-0.41,-33.58,70.23,72.8,-0.14,53.71,49.99,58.51
2011/8/1,73.79,266764,51.48,18.77,9.71,24.98,16.97,14.8,27.99,101.65,12.39,6.44,24.9,43.25,0,-1.63,70.44,72.58,-0.1,51.11,66.32,58.97
2011/8/2,72.75,633392,51.69,18.66,9.78,25.47,16.91,15.8,28.09,103.82,12.54,6.46,23.97,98.26,0.21,-2.65,70.55,72.32,0.16,59.55,66.19,60.83
2011/8/3,72.4,227782,52.54,18.63,9.75,25.54,16.79,16.2,28.04,102.58,12.39,6.36,23.38,34.69,0.42,0.63,70.54,72.05,0.28,55.67,72.22,68.24
2011/8/4,70.31,419139,52.05,18.3,9.75,24.98,16.67,15.85,26.97,101.65,11.73,6.59,23.05,-64.17,0.52,33.59,70.48,71.85,0.34,54.4,41.67,60.03
2011/8/5,66.55,538166,52.33,17.99,9.71,24.74,16.5,15.5,27.31,100.41,11.55,6.44,23.47,-186.65,1.82,32.52,70.23,71.64,0.22,47.4,23.71,45.87
2011/8/8,61.96,1165928,50.2,16.74,9.28,23.28,16.5,14.45,25.5,96.07,10.74,6,21.83,-312.13,-31.36,92.64,69.79,71.32,-0.18,37.93,4.27,23.21
2011/8/9,62.65,889045,49.7,15.58,8.73,22.31,15.46,13.5,24.62,95.45,10.01,5.58,20.31,-322.54,2.31,37.02,69.43,71.01,-0.85,30.03,15.59,14.52
2011/8/10,59.94,1097190,50.34,14.49,8.84,22.21,15.79,13.85,24.52,97,9.68,5.44,19.73,-437.31,9.18,7.92,69.02,70.71,-1.32,32.33,16.51,12.12
2011/8/11,60.63,1118589,50.7,14.94,9.17,22.76,15.88,13.85,25.3,100.1,10.01,5.44,20.95,-562.23,1.89,9.13,68.7,70.42,-1.88,28.41,26.53,19.54
2011/8/12,57.29,1080523,51.69,15.1,9.02,23.25,15.79,13.3,24.82,101.03,10.15,5.28,20.31,-430.45,3.57,20.56,68.2,70.11,-2.25,30.73,15.46,19.5
2011/8/15,58.68,960225,50.27,16.1,9.28,23.04,15.82,13.35,25.26,99.79,10.37,5.36,19.94,-479.4,-0.58,-30.53,67.69,69.81,-2.78,26.32,18.23,20.07
2011/8/16,56.94,419366,50.77,15.94,9.17,23.21,16.14,13.6,25.79,101.34,10.56,5.36,20.52,14.92,37.85,-8.85,67.14,69.56,-3.05,30.78,8.56,14.08
2011/8/17,55.62,832606,51.26,16.33,9.17,23.18,16.26,13.75,26.67,100.41,11.22,5.32,20.27,-318.86,2.62,1.88,66.46,69.28,-3.36,28.46,9.46,12.08
2011/8/18,52.56,838632,50.41,16.1,9.35,22.9,15.91,13.75,26.67,97.93,11.51,5.36,20.69,-280.53,13.58,5.19,65.55,68.97,-3.68,26.81,2.79,6.94
2011/8/19,49.22,935575,49.7,16.08,9.17,22.69,16.02,13.9,26.97,95.14,11.91,5.29,19.85,-418.65,2.64,6.42,64.38,68.58,-4.13,23.42,3.33,5.19
2011/8/22,49.08,1344540,48.99,16.21,8.66,22.17,15.61,13.15,25.55,91.73,11.36,4.99,18.46,-209.63,2.4,5.59,63.25,68.16,-4.7,20.39,5.63,3.92
2011/8/23,52.49,913171,49.13,15.55,8.62,22.07,15.32,13.2,24.86,86.15,10.63,5,17.71,-74.31,-2.19,19.53,62.31,67.81,-5.11,20.27,20.77,9.91
2011/8/24,53.05,778668,51.55,15.63,8.7,23.25,15.49,13.35,25.5,88.63,10.96,5.22,18.88,123.51,-42,13.12,61.43,67.43,-5.09,30.81,46.4,24.27
2011/8/25,53.25,875704,50.48,15.55,8.66,22.83,15.73,14.05,25.06,89.25,10.96,5.17,18.34,-72.77,-42.52,7.7,60.51,67.05,-4.98,32.38,70.84,46
2011/8/26,55.76,421778,51.26,15.6,8.59,22.83,15.91,13.6,25.06,89.87,10.48,5.13,18.25,-19.2,12.39,-5.05,59.75,66.73,-4.82,32.99,87.46,68.23
2011/8/29,57.78,628924,51.48,15.88,8.55,23.32,15.94,13.6,24.82,89.25,10.3,5.18,17.58,134.57,37.89,8.73,58.95,66.43,-4.44,40.03,92.1,83.47
2011/8/30,57.78,751723,52.19,15.77,8.7,23.07,15.7,13.7,24.82,89.25,10.56,5.33,17.75,100.68,93.96,7.97,58.2,66.15,-3.93,45.04,92.3,90.62
2011/8/31,59.17,735958,51.97,15.33,8.7,22.9,15.59,12.75,24.82,88.94,10.78,5.27,17.96,145.83,73.7,-5.06,57.54,65.95,-3.48,45.04,92.23,92.21
2011/9/1,59.87,582310,51.97,15.71,8.66,23.11,15.59,12.5,24.86,89.87,10.89,5.28,17.66,95.88,15.9,-4.25,57.01,65.8,-2.98,48.48,90.79,91.77
2011/9/2,59.87,656978,50.91,15.66,8.7,23.07,15.59,12.8,25.26,88.94,10.89,5.32,18.34,229.79,37.93,-20.04,56.68,65.64,-2.5,50.16,86.09,89.7
2011/9/5,57.78,401116,49.21,15.55,8.66,22.9,15.55,12.55,25.01,88.01,10.89,5.33,18.09,97.35,2.49,-10.75,56.47,65.45,-2.1,50.16,59.99,78.96
2011/9/6,55.27,368245,46.15,15.19,8.48,22.38,15.26,12.2,24.96,85.22,10.59,5.25,17.5,-27.14,15.85,-9.38,56.1,65.2,-1.92,45.05,31.02,59.03
2011/9/7,55.69,740974,47.93,14.55,8.66,22.17,15.19,11.35,24.77,82.43,10.41,5.22,16.28,8.5,0.79,0.87,55.89,64.94,-1.96,39.81,10.67,33.89
2011/9/8,55.55,357060,49.7,14.99,8.59,22.17,15.42,11.65,24.77,81.81,10.56,5.22,15.56,-25.12,0.56,7.2,55.64,64.68,-1.94,41.04,9.51,17.07
2011/9/9,54.99,461089,50.63,14.74,8.62,22.21,15.46,11.6,24.72,83.67,10.56,5.31,15.73,-81.32,-1.2,-1.92,55.52,64.39,-1.91,40.74,13.84,11.34
2011/9/13,53.25,1078473,49.84,14.88,9.2,22.21,15.39,11.75,25.06,83.67,10.52,5.25,15.81,-73.71,1.03,4.9,55.25,64.1,-1.91,39.5,12.56,11.97
2011/9/14,50.82,1099008,48.99,14.94,9.49,21.93,14.99,11.3,24.18,81.19,10.08,5.24,15.18,-228.74,30.37,-1.84,54.94,63.75,-2.03,35.83,11.19,12.53
2011/9/15,51.17,837573,46.44,14.83,9.28,21.55,14.53,10.65,24.47,80.26,9.46,5.21,14.13,-204.98,0.37,18.62,54.72,63.44,-2.29,31.42,12.77,12.17
2011/9/16,54.72,698085,47.5,15.22,9.28,21.93,14.63,11.05,24.79,82.74,9.57,5.27,14.55,-272.98,-2.5,21.32,54.83,63.23,-2.44,32.69,37.68,20.55
2011/9/19,53.95,1481465,50.41,15.1,9.42,22.52,15.06,11.4,24.79,84.91,9.97,5.37,15.14,-190.68,238.08,22.17,55.06,63.02,-2.25,44.09,58.33,36.26
2011/9/20,54.99,820200,49.92,14.72,9.42,22.07,15.06,11.25,24.58,83.67,10.08,5.23,14.89,-110.21,116.33,10.93,55.36,62.81,-2.14,42.43,82.84,59.62
2011/9/21,55.62,548598,50.41,14.83,9.35,22.03,15.16,12,24.39,84.29,10.12,5.27,15.06,-84.61,19.36,6.4,55.52,62.6,-1.94,45.46,88.51,76.56
2011/9/22,54.44,706109,50.34,14.88,9.31,22.34,15.06,12.4,26.09,85.22,10.12,5.24,15.27,-87.01,-5.67,1.68,55.59,62.36,-1.71,47.25,85.53,85.62
2011/9/23,53.67,611497,49.7,14.88,9.28,21.93,15.19,11.9,25.91,81.19,9.9,5.16,14.72,23.15,-4.22,0.31,55.61,62.09,-1.61,44.29,68.83,80.96
2011/9/26,52.91,756218,47.29,14.94,9.2,21.3,15.09,11.75,24.79,78.41,9.57,5,14.05,28.53,-9.71,43.72,55.46,61.81,-1.57,42.43,44.04,66.13
2011/9/27,53.39,393923,47.15,14.94,8.99,20.71,14.4,11.15,23.72,73.14,8.91,4.81,13.12,-8.13,-1.52,29.64,55.25,61.54,-1.58,40.6,33.96,48.94
2011/9/28,51.65,618000,47.93,14.77,9.02,20.85,14.93,11.5,23.35,75,9.28,4.93,13.33,-122.57,-1.07,4.37,54.94,61.23,-1.54,42.31,25.95,34.65
2011/9/29,49.84,1138191,46.58,14.77,9.06,20.96,14.93,11.4,23.22,78.72,9.24,4.93,13.46,-263.19,-0.15,-25.82,54.47,60.85,-1.62,38.1,19.26,26.39
2011/9/30,50.47,1174981,46.58,14.77,9.02,21.37,14.96,11.3,23.14,79.34,9.35,4.92,13.63,-660.3,1,3.65,54,60.5,-1.81,34.28,15.54,20.25
2011/10/3,50.12,959026,44.87,15.8,9.13,21.58,15.06,11.4,22.95,79.64,9.58,4.96,13.71,-201.7,-44.01,-4.35,53.52,60.14,-1.89,36.65,15.26,16.68
2011/10/4,49.84,563803,44.02,14.99,8.99,21.09,14.93,11,22.15,79.64,9.35,4.96,13.46,15.62,14.4,2.3,53.12,59.79,-1.96,35.87,21.32,17.37
2011/10/5,48.03,604924,41.68,14.99,8.99,20.92,14.93,10.9,21.83,79.95,9.2,5.01,13.12,-115.85,6.01,14.11,52.76,59.43,-2.02,35.23,13.09,16.56
2011/10/6,48.59,1147464,38.77,14.94,8.99,20.96,14.8,10.9,21.48,81.81,9.2,4.98,13.12,-430.01,-61.89,6.49,52.4,59.1,-2.18,31.32,13.12,15.84
2011/10/7,48.17,1254485,38.34,14.83,9.06,20.96,14.99,11.15,21.75,81.81,9.24,4.99,13.42,-251.56,36.16,12.22,52.03,58.79,-2.24,33.76,9.83,12.01
2011/10/11,50.12,749343,40.19,14.88,9.24,21.2,14.93,11.2,22.04,82.43,9.28,4.89,13.8,-187.53,-11.21,-15.99,51.79,58.5,-2.29,32.82,35.41,19.45
2011/10/12,49.63,1527387,40.68,15.16,9.13,21.37,15.09,10.75,22.52,83.05,9.81,5.03,14.17,-337.68,15.48,16.99,51.61,58.18,-2.15,41.07,49.36,31.53
2011/10/13,50.4,546501,39.48,14.94,9.06,21.41,14.99,10.8,22.36,81.19,9.73,5.02,13.8,-307.8,12.83,18.18,51.59,57.89,-2.06,39.76,74.42,53.06
2011/10/14,49.22,627448,39.55,14.94,9.02,21.51,14.99,11.1,23.19,81.81,10.3,5.14,14.05,74.79,24.98,-19.4,51.49,57.56,-1.9,42.85,64.34,62.71
2011/10/17,49.84,436464,40.97,14.83,9.1,21.37,14.99,11.05,23.19,82.43,10.11,5.07,14.38,-118.92,-29.41,-0.07,51.25,57.21,-1.85,39.48,58.85,65.87
2011/10/18,48.45,569048,40.97,14.74,8.99,21.41,15.03,11.2,23.08,83.05,10.3,5.15,14.76,32.58,-17.76,1.58,50.97,56.8,-1.74,42.08,35.43,52.88
2011/10/19,49.36,547571,40.05,14.77,9.02,21.27,16.05,11,23.19,82.74,9.92,5.1,14.34,-194.11,-38.42,4.94,50.69,56.43,-1.74,38.15,36.6,43.63
2011/10/20,49.22,282517,40.54,14.88,9.02,21.2,15.72,10.95,23.19,82.43,10.03,5.1,14.17,117.84,10.64,-2.41,50.37,56.07,-1.65,41.94,40.21,37.41
2011/10/21,48.8,255981,40.19,14.72,8.99,21.09,15.75,10.7,23.19,83.36,9.88,5.01,14.17,-17.53,17.68,1.06,50.09,55.7,-1.57,41.52,48.04,41.62
2011/10/24,50.96,225919,40.97,14.6,8.84,21.23,15.65,10.7,22.87,82.74,9.88,4.89,14.17,-107.32,7.01,11.64,49.95,55.36,-1.53,40.22,62.49,50.25
2011/10/25,51.1,1024241,42.32,14.88,8.99,21.68,15.89,10.9,23.46,83.98,9.99,5,14.59,186.07,5.42,12.88,49.86,55.02,-1.3,49.12,70.87,60.47
2011/10/26,52,669932,43.38,14.94,9.02,21.51,15.59,10.95,23.27,83.98,9.99,4.93,14.72,53.51,11.74,5.95,49.79,54.66,-1.1,49.65,90.42,74.59
2011/10/27,51.44,507780,41.61,14.99,8.95,21.65,15.49,11.1,23.62,83.98,9.88,4.98,14.85,132.29,1.57,7.47,49.78,54.31,-0.86,53.02,85.84,82.38
2011/10/28,51.58,572695,41.75,14.94,9.42,21.86,15.59,11.1,24.15,87.08,10.56,5.04,15.86,83.88,-10.79,-0.22,49.87,53.96,-0.7,50.76,81.65,85.97
2011/10/31,49.63,1037787,42.18,14.97,9.2,21.82,15.52,11.15,24.1,88.32,10.64,5.06,16.66,76.47,15.71,2.89,49.83,53.61,-0.56,51.32,54.35,73.94
2011/11/1,49.5,917367,42.89,14.99,9.24,21.72,15.55,10.65,23.27,88.32,11.01,4.9,16.15,-509.15,3.28,7.77,49.79,53.33,-0.6,43.85,34.48,56.83
2011/11/2,49.84,509477,45.87,14.83,9.31,22.03,15.52,10.55,22.98,87.08,10.86,4.87,15.98,-213.16,-12.73,5.83,49.79,53.13,-0.63,43.36,21.7,36.84
2011/11/3,49.7,423624,45.65,14.97,9.28,21.86,15.52,10.25,22.76,87.39,11.01,4.88,15.65,-120,-4.3,4.73,49.88,52.91,-0.63,45,24.85,27.01
2011/11/4,49.7,334626,44.87,14.97,9.2,21.62,15.29,10.15,22.42,85.53,10.86,4.82,15.86,-3.21,2.93,5.07,49.93,52.74,-0.62,44.45,28.79,25.11
2011/11/7,51.03,973381,46.44,15.38,9.28,21.93,15.59,10.3,22.82,86.15,11.05,4.94,16.28,-266.82,1.79,19.78,50.08,52.58,-0.61,44.45,48.04,33.89
2011/11/8,51.51,710103,47.15,14.99,9.28,21.93,15.59,10.3,22.5,86.77,10.94,4.93,16.07,-3.08,9.6,33.35,50.15,52.49,-0.5,51.09,67.92,48.25
2011/11/9,50.4,985134,47.22,15.16,9.35,22.07,15.65,10.5,22.82,86.46,11.01,4.98,16.11,102.12,9.18,9.77,50.18,52.35,-0.36,53.3,71.48,62.48
2011/11/10,49.22,580539,45.73,14.83,9.28,22,15.98,10.3,22.82,87.39,10.86,5.17,16.07,-101.43,2.9,1.16,50.13,52.22,-0.33,47.96,47.5,62.3
2011/11/11,49.7,580401,45.44,14.94,8.99,21.62,15.39,9.74,21.99,86.15,10.37,5,15.48,-164.87,-26.72,-2.26,50.15,52.12,-0.41,43.02,29.06,49.35
2011/11/14,50.61,237798,46.93,14.88,8.95,22.34,15.46,9.42,22.02,86.15,10.22,5.03,15.56,8.85,3.5,-1.14,50.19,52.09,-0.42,45.51,34.04,36.87
2011/11/15,50.26,323843,47.79,15.05,8.99,22.38,15.06,9.82,22.02,86.46,10.33,5.04,15.98,-13.3,16.07,5.82,50.28,52.1,-0.35,49.88,46.13,36.41
2011/11/16,49.08,455788,48.07,14.97,8.95,22.1,14.93,9.66,21.86,86.46,10.22,5,15.65,-70.76,2.09,-0.43,50.26,52.1,-0.32,48.28,40.96,40.38
2011/11/17,49.15,554094,48.5,14.99,8.88,22.14,14.96,9.58,21.64,83.98,10.03,4.98,15.56,-256.76,0,-1.55,50.26,52.05,-0.39,43.19,27.53,38.21
2011/11/18,49.15,260089,48.28,14.99,8.81,21.93,15.03,9.75,21.51,82.74,10.03,4.91,15.18,-83.24,3.6,-15.46,50.28,51.98,-0.44,43.57,16.19,28.23
2011/11/21,48.73,383192,46.65,14.77,8.77,21.93,14.86,9.67,20.9,79.95,9.81,4.66,14.76,-31.49,6.14,19.63,50.17,51.91,-0.46,43.57,18.84,20.85
2011/11/22,46.57,416446,44.73,14.77,8.37,21.37,14.4,9.52,19.7,76.55,9.2,4.43,14.01,-9.45,0.42,20.37,49.94,51.76,-0.52,41.64,14.82,16.62
2011/11/23,44.69,619047,44.59,14.44,8.23,21.44,14.07,8.86,18.47,78.41,8.94,4.24,13.54,-110.92,-8.9,6.09,49.58,51.54,-0.72,33.43,10.57,14.74
2011/11/24,45.81,755263,43.95,14.33,7.75,20.96,13.94,9,18.5,77.79,8.56,3.95,13.29,-199.28,3.15,-20.61,49.29,51.34,-1.02,28.22,12.83,12.74
2011/11/25,46.64,571626,43.88,14.05,7.68,21.34,14.13,8.67,19.46,78.72,8.56,4.01,12.95,-51.52,33.23,7.44,49.05,51.13,-1.16,34.72,27.05,16.82
2011/11/28,47.06,1114345,43.88,14.22,7.65,21.03,13.87,8.39,19.83,75.62,8.41,3.93,13,142.24,-13.33,9.58,48.92,50.92,-1.19,39.17,44.78,28.22
2011/11/29,47.34,504043,44.59,14.33,7.54,21.16,14.07,8.36,20.15,75.62,8.64,4.1,12.95,-196.04,2.57,3.18,48.81,50.71,-1.16,41.32,56.33,42.72
2011/11/30,45.25,338303,45.44,14.44,7.75,21.3,14.17,8.53,20.15,74.07,8.79,4.26,13.16,-83.03,0.2,6.05,48.58,50.5,-1.11,42.78,46.47,49.19
2011/12/1,46.22,1087800,45.44,14.16,7.65,20.96,13.94,8.31,19.62,73.14,8.45,4.13,13.29,-448.89,-51.87,-11.7,48.41,50.35,-1.22,35.64,38.01,46.93
2011/12/2,44.48,1190851,48.57,14.44,7.72,21.3,14.27,8.61,20.52,74.69,8.79,4.33,14.13,-340.43,-1.06,14.74,48.14,50.16,-1.21,40.62,17.48,33.98
2011/12/5,44.69,1246467,48.57,14.41,7.61,21.13,14.17,8.67,20.47,73.76,8.79,4.2,13.75,-588.39,-15.98,9.14,47.83,49.98,-1.34,35.36,18.43,24.64
2011/12/6,44.83,617398,48.35,14.22,7.72,21.06,14.17,8.48,20.28,72.21,8.75,4.31,13.46,-117.36,2.76,1.54,47.49,49.81,-1.4,36.42,17.03,17.65
2011/12/7,45.32,437849,46.58,13.77,7.72,21.06,14.07,8.25,20.2,69.42,8.37,4.35,13.12,-0.45,0,-2.38,47.24,49.68,-1.42,37.16,30.35,21.94
2011/12/8,45.25,388251,46.79,13.85,7.65,21.16,13.77,8.28,20.26,71.59,8.45,4.52,13.25,-14.45,0.13,0,47.04,49.58,-1.38,39.81,40.88,29.42
2011/12/9,44.76,274381,46.72,13.8,7.57,20.92,13.47,8.16,20.1,69.42,8.3,4.58,13.21,38.48,-14.17,-5.53,46.79,49.48,-1.34,39.56,49.6,40.28
2011/12/12,45.25,462135,46.08,13.33,7.43,20.99,13.51,7.82,20.26,70.35,8.3,4.56,12.74,5.72,-0.58,0.51,46.53,49.32,-1.34,37.72,62.26,50.91
2011/12/13,44.69,266572,45.87,13.88,7.5,21.13,13.67,7.67,20.28,68.8,8.45,4.68,12.79,-92.5,-3.25,-2.47,46.25,49.17,-1.28,40.68,58.05,56.64
2011/12/14,45.32,279438,45.73,13.66,7.5,21.3,13.47,7.41,20.42,67.87,8.3,4.66,12.49,47.51,-3.34,-1.09,46.06,49,-1.26,38.44,62.67,60.99
2011/12/15,44.55,392871,46.15,13.63,7.5,21.3,13.47,7.47,20.66,69.73,8.71,4.68,12.7,52.93,-2.02,3.12,45.83,48.82,-1.18,42.3,44,54.91
2011/12/16,44.83,354413,45.16,13.55,7.39,20.96,13.41,6.99,20.6,68.49,8.45,4.67,12.49,-67.2,-1.92,-1.02,45.61,48.66,-1.17,39.07,40.19,48.95
2011/12/19,44.2,266907,42.25,13.55,7.43,20.96,13.28,7.14,20.42,68.8,8.49,4.89,12.58,21.32,-0.58,7.99,45.39,48.5,-1.12,40.84,21.23,35.14
2011/12/20,44.76,342828,41.18,12.77,7.1,20.75,13.21,7.43,20.42,68.18,7.92,4.85,11.94,139.38,-5.14,5.27,45.3,48.37,-1.12,38.16,26.81,29.41
2011/12/21,47.55,343650,41.32,12.77,7.25,20.78,13.14,7.14,20.34,68.18,7.96,4.82,12.03,70.28,-1.29,17.1,45.44,48.27,-1.07,41.82,49.36,32.46
2011/12/22,47.82,1154569,42.67,12.88,7.46,21.51,13.54,7.43,20.87,71.9,8.45,4.87,12.66,-102.86,47.81,70.28,45.54,48.2,-0.79,55.87,76.21,50.79
2011/12/23,49.22,514967,42.1,12.61,7.65,21.34,13.41,7.53,21.11,70.66,9.01,4.84,12.66,-84.02,22.4,5.77,45.67,48.19,-0.54,56.99,92.75,72.77
2011/12/26,49.84,680934,42.39,12.63,7.68,21.41,13.9,7.76,22.26,71.28,9.13,4.86,13.04,72.4,31.89,-49.84,45.81,48.18,-0.23,62.16,93.19,87.38
2011/12/27,49.7,386957,42.46,12.52,7.75,21.41,13.61,7.67,22.1,71.9,9.28,4.84,12.83,18.69,7.16,-1.5,45.93,48.18,0.07,64.24,93.74,93.23
2011/12/28,48.52,480746,42.6,12.83,7.61,21.41,13.57,7.58,21.72,71.9,9.92,4.81,13.21,-149.37,-1.71,5.78,46.09,48.16,0.29,63.4,78.53,88.49
2011/12/29,50.05,530472,42.25,12.74,7.65,21.58,13.54,7.63,21.64,71.9,10.56,4.77,13.33,-46.91,23.56,18.89,46.28,48.19,0.37,56.66,78.17,83.48
2011/12/30,50.12,650326,42.25,12.94,7.61,21.51,13.54,7.64,21.38,71.9,10.45,4.77,13.46,4.53,-4.67,-2.44,46.56,48.21,0.54,62.26,74.51,77.07
2012/1/2,49.77,522880,42.18,13.16,7.57,22.21,13.77,7.61,21.86,71.59,9.96,4.82,13.63,14.11,-2.95,-1.44,46.82,48.24,0.68,62.49,82.14,78.27
2012/1/3,50.26,512345,41.54,12.69,7.54,21.58,13.57,7.36,21.62,70.04,9.73,4.77,13.46,65.99,1.43,-2.22,47.09,48.24,0.76,60.45,79.41,78.69
2012/1/4,50.26,619067,41.89,12.88,7.61,21.86,13.54,7.6,21.48,70.35,9.99,4.93,13.63,-98.7,7.36,-4.04,47.34,48.25,0.84,62.31,76.96,79.51
2012/1/5,50.75,507255,42.53,12.8,7.65,22,13.54,7.73,21.59,71.59,10.03,4.93,13.63,-189.74,5.63,3.39,47.61,48.26,0.9,62.31,84.3,80.22
2012/1/6,51.51,482037,42.81,12.86,7.75,22,13.47,7.78,21.59,73.14,9.96,4.93,13.63,-238.38,9.99,0.44,47.95,48.3,0.98,64.26,88.22,83.16
2012/1/9,51.65,606487,42.96,12.94,7.68,22.14,13.47,7.74,21.62,74.38,10.11,4.82,13.46,-5.85,10.8,16.43,48.27,48.33,1.08,67.13,94.59,89.04
2012/1/10,52.63,408921,42.67,12.94,8.19,22.03,13.31,7.75,21.56,74.38,9.69,4.89,13.58,32.35,3.86,17.59,48.67,48.4,1.17,67.64,95.71,92.84
2012/1/11,52.63,501639,42.74,12.91,8.44,22.03,13.47,7.81,21.54,75.31,9.81,4.83,13.58,187.94,11.26,32.28,49.03,48.45,1.3,71.02,93.39,94.56
2012/1/12,53.39,269761,42.81,12.91,8.26,22.14,13.34,7.89,21.72,75,9.81,4.72,13.58,18.67,11.34,-7.56,49.47,48.52,1.39,71.02,93.13,94.07
2012/1/13,54.23,555548,42.18,12.91,8.37,22.14,13.38,7.93,21.51,74.38,9.69,4.62,13.63,124.1,7.29,-8.59,49.94,48.61,1.5,73.55,91.36,92.62
2012/1/16,54.09,678574,39.55,12.8,8.26,21.86,13.38,7.9,21.48,74.38,9.43,4.52,13.63,226.07,4.75,-5.61,50.44,48.66,1.64,76,86.37,90.28
2012/1/17,54.51,523502,39.19,12.86,8.73,21.72,13.34,7.88,21.43,73.14,9.43,4.55,13.67,65.73,38.62,-9.87,50.93,48.72,1.72,74.76,85.81,87.85
2012/1/18,55.62,272986,39.55,12.91,8.91,21.86,14.27,8.03,21.43,78.1,9.81,4.68,14.01,123.09,-28.11,-2.19,51.33,48.78,1.79,76.02,89.91,87.36
2012/1/30,54.23,405405,42.25,12.88,8.81,22.14,13.9,8.06,21.75,79.03,9.58,4.75,13.84,114.66,-21.41,14.94,51.65,48.83,1.92,79.05,74.44,83.39
2012/1/31,53.25,1107916,45.16,13.3,8.91,22.27,13.97,8.21,22.52,80.26,9.47,4.79,14.26,-296.88,20.41,0.55,51.85,48.86,1.89,67.58,51.76,72.04
2012/2/1,53.25,1114968,48.07,13.58,9.1,22.34,14.47,8.41,22.92,81.19,9.96,5.08,14.72,-382.04,-6.5,-0.69,52.02,48.92,1.76,60.91,26.3,50.83
2012/2/2,56.39,688318,47,14.47,9.1,22.52,14.86,8.53,22.87,81.5,10.37,5.39,15.23,-148.18,-48.42,-14.84,52.36,49.03,1.64,60.91,44.45,40.83
2012/2/3,55.55,949687,46.51,14.47,9.13,22.69,14.76,9.12,22.76,81.19,10.97,5.67,15.48,202.5,17.5,-19.93,52.71,49.13,1.78,71.42,59.72,43.49
2012/2/4,54.99,571774,47.22,14.52,9.17,22.73,15.32,9.09,23.03,80.88,10.97,5.39,15.56,10.29,-8.7,-29.77,52.95,49.21,1.8,66.3,74.07,59.41
2012/2/6,55.69,362751,47.57,14.99,9.17,22.93,15.32,9.72,24.63,82.43,10.75,5.49,15.77,-50.8,-22.2,-42.58,53.23,49.31,1.76,63.06,72.27,68.69
2012/2/7,55.41,487368,46.15,14.74,9.02,22.76,15.03,9.39,24.63,81.5,10.75,5.5,15.56,232.72,-70,-10.24,53.52,49.39,1.75,65.34,69.64,71.99
2012/2/8,57.22,248628,47.79,14.77,8.99,22.76,15.06,9.3,24.5,80.57,11.47,5.18,15.65,74.03,5.01,-5.41,53.86,49.48,1.71,63.65,78.25,73.38
2012/2/9,58.48,732688,49.49,15.77,9.6,22.93,15.16,9.48,24.63,81.81,11.47,5.34,16.74,132.42,-3.45,36.33,54.27,49.62,1.8,69.23,84.68,77.52
2012/2/10,55.62,536858,50.34,16.85,9.75,23.04,15.39,9.58,24.26,82.74,11.62,5.49,16.78,61.32,-15.04,-25.87,54.52,49.72,1.95,72.39,72.65,78.53
2012/2/13,54.93,762154,50.06,16.41,10.4,23.07,15.72,9.54,24.26,84.6,11.35,5.79,16.66,-197.67,-8.87,-22.77,54.69,49.81,1.82,57.82,43.08,66.8
2012/2/14,54.72,538270,50.7,16.69,11.02,23.14,16.58,9.67,25.16,84.6,12.14,5.9,17.03,-113.62,-6.86,-45.76,54.84,49.88,1.64,54.91,18.75,44.83
2012/2/15,54.37,672623,50.13,16.63,10.87,22.73,16.31,9.56,24.95,83.98,11.77,5.9,16.82,-233.52,-26.1,-26.1,54.93,49.95,1.46,54.04,17.02,26.28
